text,label
My card payment was cancelled it seems.,53
My currency rate is inaccurate.,17
What do I do if I notice a strange withdrawl in my statement?,20
How do I link my card in the app.,13
Help me. My transfer was declined. How could this happen?,27
What may be the reason that my transfer did not go through?,35
I withdrew $100 but only received $20,75
I tryed to make a top-up with cryptocurrency but the payment was referted.,61
I have got out the wrong amount from an ATM. Please tell me the process to get the cash back as in app its showing the amount i have been actually received.,75
How do I get selected for a visa card?,73
I want to go back on what I did this morning,8
I need to cancel my recent transfer. I made a mistake. Please help quickly before the transfer goes through.,8
Reverted top up,61
I don't see a refund in my account.,51
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,35
I put money in my account a week ago but its still not there?? What happened to my money?,6
What are the reasons why a card payment would be declined?,25
How long does my top up pending last?,47
I am still waiting for a refund,51
"Do any of your machines provide cash from my home country? I don't have any money on me and I'm on holiday so I'm concerned. Also, will I be charged anything to do this?",76
Where do you support?,24
I was issued a new card a week ago but still haven't received it. How long will it be until I receive it?,11
Why are my withdrawals suddenly being declined?,26
Why isn't top-up working? My top-up money disappeared after I saw that it was successfully transferred. Is it gone? Where did it go?,61
How long will my transfer stay pending?,48
on my statement there is a payment that I don't recognise,16
"Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this.",5
Is there a reason my transfer would have been declined?,27
My top up may have been reverted,61
Help me activate my card.,0
My money transfer hasn't appeared yet.,48
I want to have an item refunded can I do that?,52
How do I do a successful transfer to an account?,7
I sent some money but the intended recipient says it hasn't arrived,66
The refund isn't appearing in my account,51
How long does it take for a cheque to post to your account?,6
"Hi. I'm a new customer to your system and I think something isn't working right - or maybe it is. Maybe you can confirm. I tried to top up today (my first time ever) and it's been stuck at ""pending"" for over an hour now. Is it supposed to do this or is there something wrong in the system?",47
Why am I being charged when I withdraw cash?,19
I was informed that transfers were free. I noticed I have a fee but why?,64
"How much time do transfers take? I sent money to a friend who needs it fast. It's been hours, and the money has not gone through.",66
Why am i being double charged for something?,63
My transaction needs to be canceled.,8
totally unacceptable.  I'm stranded with no cash because the ATM wouldn't give me any money!,26
Is there a tracking number for the card you sent me?,11
My funds are not transferring to my bank. Why is this not working?,7
I would like my money back for an item I purchased,52
"The transfer keeps rejected, I tried to transfer some money to friends but it keeps getting rejected for some reason, Would you please check the issue?",35
